case_history_id,project_type_family,project_type_label,proposed_action,intensity_direction,urban_form_orientation,proposal_language_tone,housing_units,summary,evidence,confidence,alternative_type
bza-65-24-4abb08cb2f,institutional_or_civic,neighborhood center and outdoor recreation facility,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,0.0,Establish a non-profit neighborhood center in an existing single-family home and an outdoor recreation facility on an adjacent lot.,"['Establish a Neighborhood Center, Non-profit in an existing single-family dwelling', 'Outdoor Recreation Facility on an adjacent vacant lot']",high,recreation_or_open_space
bza-65-33-781a0accb3,unclear,unknown,unclear,unclear_or_not_applicable,unclear_or_not_applicable,insufficient_text,,"The case was dismissed due to lack of activity, with no project details provided.",['Lack of Activity'],low,
bza-66-19-63716eb5c4,vehicle_oriented,Motor vehicle repair facility and sales lot,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,0.0,Establish a major motor vehicle repair facility and used auto sales lot in an existing building.,"['establishment of a Major Motor Vehicle Repair Facility with Used Motor Vehicle Sales Lot in an existing 9,800 square foot building']",high,
bza-66-22-a6e0b1dc18,housing,accessory dwelling unit,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,1.0,Convert an existing garage into an accessory residential dwelling.,['convert the existing garage into an accessory 2 story 580 square foot residential dwelling'],high,
bza-66-24-27cac6bb0f,housing,apartment building,expansion,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,7.0,Add 7 new studio units to the basement of an existing 51-unit apartment building.,"['increase an existing apartment building with 7 new studio units to the basement', 'total of 58 units']",high,
bza-67-18-3e522c88c3,housing,multifamily dwelling,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,19.0,Construct a 19-unit affordable multifamily dwelling.,"['construct a (BY-RIGHT) Multi-family, dwelling containing 19 Affordable Housing Units']",high,
bza-67-19-dd6df5c915,retail_or_personal_service,rental hall,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,,"The petitioner proposes to establish a rental hall with a commercial kitchen in an existing building, requiring dimensional variances for parking lot screening.","['establish a 6,347 square foot Rental Hall with a Commercial Kitchen', 'first floor of an existing 20,202 square foot building', 'commercial parking lot']",high,food_or_beverage
bza-67-21-1beb30943a,mixed_use,multi-family residential with childcare center,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,45.0,Construct a 3-story building with 45 multi-family dwelling units and a first-floor childcare center.,"['construct a 3-story, 56,196 square foot building', 'containing 45 multi-family dwelling units', 'with a 1st Floor Childcare center']",high,housing
bza-67-24-6a04eb879d,other,electrical equipment upgrade,site_or_building_alteration,maintains_existing_activity,mixed_or_neutral,neutral,,Request to upgrade electrical equipment on the exterior of an existing nonconforming building.,['expand existing nonconforming use by upgrading electrical equipment located on the south elevation'],medium,unclear
bza-68-18-995664bec8,cannabis_or_controlled_use,medical marijuana provisioning center,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,0.0,Establish a medical marijuana provisioning center in an existing building.,"['establishment of a Medical Marihuana Provisioning Center Facility', 'existing approximate 2,941 square foot building']",high,
bza-68-24-956bfd6d3d,housing,carriage house,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,1.0,Construct a 966-square-foot carriage house with a 2-car garage in the rear yard of an existing residential lot.,"['construct a 966 square foot accessory structure (Carriage home)', 'rear yard of existing lot with a 2-car garage included']",high,vehicle_oriented
bza-7-19-8a6c93d171,food_or_beverage,Cabaret,change_of_use,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,,"Establish a cabaret in an existing 3,250 square foot building with no parking provided.","['establish a Cabaret', 'in a 3,250 square foot building', 'the required number of parking spaces is 19; 0 are proposed']",high,retail_or_personal_service
bza-7-20-39fc390e6c,mixed_use,mixed-use development,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,225.0,"Develop a large mixed-use project containing retail, office, a 118-room hotel, and 225 residential units.","['develop Retail Space', '118 Room Hotel Space', '225 multi-unit Residential Space']",high,site_or_building_alteration
bza-7-22-e8bc45c9d7,cannabis_or_controlled_use,Marihuana Retail and Safety Compliance Facility,change_of_use,adds_homes_or_activity,automobile_oriented,adverse,,"Establish a marijuana retail and safety compliance facility in an existing 1,400 square foot building.","['establishment of a Marihuana Retail/Provisioning Facility', 'injurious to the use and enjoyment of other properties', 'over-saturation of other marijuana facilities']",high,
bza-7-24-5ad1c5fa16,housing,single-family home,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,1.0,Construction of a new single-family residential property.,['construction of a single-family residential property'],high,
bza-7-25-6f5b94d140,retail_or_personal_service,tattoo shop,change_of_use,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,,The petitioner proposes to establish a tattoo shop in a 615-square-foot ground-floor unit of an existing building.,"['establish a body art facility (Tattoo Shop)', 'in a 615 square foot ground floor unit of an existing 7,832 square foot building']",high,
bza-70-21-c405bd7cdb,cannabis_or_controlled_use,Medical Marihuana Grower and Processor Facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,"Establish a medical marijuana grower and processor facility in an existing 56,560 square foot industrial building.","['Establish a Medical Marihuana Grower Facility', 'in an existing 56,560 square foot building']",high,
bza-70-22-983cbd4b8b,housing,residential garage,new_construction,maintains_existing_activity,automobile_oriented,neutral,0.0,Construct a detached 2-car garage in the rear yard of a single-family lot.,['construct a detached 430 square foot 2 car garage in the rear yard'],high,
bza-70-24-782fb1ee01,unclear,unknown,unclear,unclear_or_not_applicable,unclear_or_not_applicable,insufficient_text,,"The case was dismissed because it is being recommended for rezoning, with no details provided about the proposed land use.",['recommended for re-zoning'],low,
bza-71-19-ed59cd56e2,housing,Single-family dwelling with boat slips,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,1.0,Demolish an existing boathouse and construct a new residential unit with three boat slips underneath.,"['demolish an existing boathouse and replace it with a residential unit', 'three boat slips underneath the residence']",high,
bza-71-22-235ad6936d,cannabis_or_controlled_use,marijuana grower facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,Appealing the denial to establish a marijuana grower facility in an existing industrial building.,"['Establish a Marijuana Grower Facility (MGF)', 'existing 4,874 square foot building']",high,
bza-72-18-196a5b43c0,vehicle_oriented,Hand Car Wash,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,,Establish a hand car wash in an existing building.,"['establishment of a Motor Vehicle Washing and Steam Cleaning Facility (Hand Car Wash) in an existing 1,220 square foot building']",high,retail_or_personal_service
bza-72-19-be782cacfd,vehicle_oriented,auto repair shop,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,,"The petitioner requests permission to establish a minor auto repair shop in an existing building, seeking parking variances.","['establish a Minor Auto Repair', 'in an existing 2,370 sq. ft. building']",high,
bza-73-19-34f97db8c8,vehicle_oriented,auto repair shop,expansion,adds_homes_or_activity,automobile_oriented,neutral,,The petitioner appeals the denial of a site plan to expand an existing minor motor vehicle repair shop from three to seven service bays.,"['intensification of the current use Minor Motor Vehicle Repair', 'from three (3) service bays to seven (7) service bays']",high,
bza-73-21-281525e794,cannabis_or_controlled_use,marijuana grower facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,The applicant is requesting variances to establish a marijuana grower facility within a portion of a large existing industrial building.,"['establish a Marijuana Grower Facility (MGF)', 'in a 38,326 square foot portion of an existing 231,686 square foot building']",high,industrial_or_logistics
bza-73-22-965d798f67,food_or_beverage,restaurant,change_of_use,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,0.0,Convert existing commercial and residential buildings into a restaurant with outdoor seating.,"['convert the existing commercial building into a restaurant', 'convert the entire residential building area for restaurant', 'provide a 170 square foot outdoor seating area']",high,
bza-74-19-05e355c7b2,office_or_medical,office,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,"The petitioner requests to change the use of a vacant building, previously retail, to an office use.","['change from the current legal use “Vacant”', 'to another nonconforming use (Office)']",high,
bza-74-21-4b77c7f140,vehicle_oriented,towing service storage yard,expansion,adds_homes_or_activity,automobile_oriented,neutral,,"The applicant is appealing a denial to expand an existing towing storage yard onto adjacent parcels, significantly increasing its vehicle capacity.","['expand an existing Towing Service Storage Yard', 'increase the storage capacity from 100 to 350 cars']",high,industrial_or_logistics
bza-74-22-7d9c062553,housing,townhouse development,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,6.0,Construct a six-unit townhouse development on vacant land.,['construct a six-unit Townhouse development on existing vacant land'],high,
bza-75-18-7d8e616722,cannabis_or_controlled_use,Medical Marihuana Provisioning Center,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,Establish a medical marijuana provisioning center in an existing building.,['establishment of a Medical Marihuana Provisioning Center Facility (MMPCF) in an existing building'],high,retail_or_personal_service
bza-75-19-9591bc33b1,vehicle_oriented,gas station and carry-out restaurant,site_or_building_alteration,maintains_existing_activity,automobile_oriented,neutral,,The petitioner seeks a waiver for landscaping and screening requirements for an approved gas station with a carry-out restaurant.,"['established Motor Vehicle Filling Station with Carry-out Restaurant', 'petitioner seeking waiver for landscaping and screening']",high,food_or_beverage
bza-75-21-9044d745bd,mixed_use,mixed-use commercial and institutional building,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,,"The applicant is requesting variances to construct a new two-story mixed-use building featuring a grocery, office, banquet hall, and culinary school, along with a surface parking lot.","['proposed construction of a grocery/office/rental/banquet hall and culinary school', 'development of the roughly 30,000 sf, 2 story building']",high,
bza-75-22-e3fe10778e,signage,hotel sign,signage_installation,maintains_existing_activity,mixed_or_neutral,neutral,0.0,Install a sign for a new seven-story hotel.,"['proposed sign at a new seven-story, 142,928 square foot, 227-room hotel']",high,
bza-76-18-cbc171d150,cannabis_or_controlled_use,Medical Marihuana Provisioning Center,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,Establish a medical marijuana provisioning center in an existing building.,['establishment of a Medical Marihuana Provisioning Center Facility (MMPCF) in an existing building'],high,retail_or_personal_service
bza-76-19-5db6a813e8,signage,electronic projecting sign,signage_installation,unclear_or_not_applicable,mixed_or_neutral,neutral,,The petitioner requests dimensional variances to install a large projecting electronic message board sign on a six-story building.,"['sign projecting into the right of way with electronic message board display', '351.4 square feet in area on a 6 story 39,560 square foot building']",high,
bza-76-19-8948b8b0cf,cannabis_or_controlled_use,medical marijuana provisioning center,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,The petitioner appeals the denial of a medical marijuana provisioning center in an existing building due to its proximity to a drug-free zone and outdoor recreation facility.,"['establishment of a Medical Marihuana Provisioning Center Facility', 'within 950 feet of a ""DRUG FREE ZONE"" known as Wells Playground']",high,retail_or_personal_service
bza-76-24-6ee5d23546,vehicle_oriented,auto repair shop,expansion,adds_homes_or_activity,automobile_oriented,neutral,,Request to expand an existing minor auto repair shop by adding adjacent lots and constructing a building addition.,"['expand a legal nonconforming Light Duty Vehicle Service Establishment (Minor Auto Repair)', '1,246 square foot addition']",high,
bza-77-18-95afed9f1e,cannabis_or_controlled_use,Medical Marihuana Provisioning Center,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,Establish a medical marijuana provisioning center in an existing building.,['establishment of a Medical Marihuana Provisioning Center Facility (MMPCF) in an existing building'],high,retail_or_personal_service
bza-77-19-a7f510e04a,parking_only,accessory parking lot,new_construction,adds_homes_or_activity,automobile_oriented,neutral,,The petitioner requests variances to establish an 18-space accessory parking lot on a vacant site to serve an existing restaurant.,"['establish an eighteen space Accessory Parking lot', 'on a vacant 10,600 square foot site', 'to serve an existing restaurant']",high,food_or_beverage
bza-77-21-46450fedf6,housing,townhouses,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,,Construct townhouses in a medium density residential district.,['proposed use of “townhouses”'],medium,
bza-77-24-8710bfed88,mixed_use,mixed-use residential and commercial building,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,32.0,"Request for dimensional variances to construct a four-story, 32-unit mixed-use building with commercial space and accessory parking on a vacant site.","['redevelop a vacant site by constructing a four-story, 32-unit residential building with permitted commercial uses']",high,housing
bza-78-18-85c69b7830,industrial_or_logistics,Office and Storage,change_of_use,maintains_existing_activity,industrial_or_freight_oriented,neutral,,Change a nonconforming sales and service station to an office and storage facility.,['change one nonconforming use (Sales & Service Station Permit #44395 5-15-28) to another non-conforming use (Office & Storage)'],high,office_or_medical
bza-78-19-9477858622,mixed_use,Neighborhood center and residential units,change_of_use,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,2.0,Establish a nonprofit neighborhood center on the first floor of a building with two residential units on the second floor.,"['establish a Nonprofit Neighborhood Center on the first floor', 'two residential units on the second floor']",high,institutional_or_civic
bza-78-24-65be9f6b24,vehicle_oriented,gas station,continue_or_legalize_existing_condition,adds_homes_or_activity,automobile_oriented,neutral,,Re-establish a motor vehicle fueling station on a site that has been vacant for 10 years.,"['re-establish a Motor Vehicle Fueling Station', 'the site has been vacant 10 years']",high,
bza-79-18-d186bad83f,cannabis_or_controlled_use,Medical Marihuana Caregiver Center,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,Establish a medical marijuana caregiver center.,['establish a Medical Marihuana Caregiver Center (MMCC) at 8052 E. Eight Mile'],high,retail_or_personal_service
bza-79-19-51772cbfc9,cannabis_or_controlled_use,medical marijuana grow and processor facility,expansion,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,The petitioner requests to add a large medical marijuana grow and processor facility to an existing provisioning center in an industrial building.,"['add a 38,862 square foot Medical Marihuana Grow Facility', 'and a 6,407 square foot Medical marihuana Processor Facility', 'excessive in square footage']",high,industrial_or_logistics
bza-79-21-52fddd53d5,cannabis_or_controlled_use,Medical Marihuana Grower and Processor Facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,"Establish a medical marijuana grower and processor facility in an existing 72,000 square foot building.","['establish a Medical Marihuana Grower Facility', 'in an existing 72,000 square foot building']",high,
bza-79-24-03fe91ef07,institutional_or_civic,emergency shelter,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,"Request for dimensional variances to establish an emergency shelter in an existing 36,417 square foot building.","['establish an Emergency Shelter in an existing, 36,417 square foot building']",high,housing
bza-8-19-5feed4f6f4,cannabis_or_controlled_use,Medical Marihuana Grower Facility,new_construction,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,Develop a medical marijuana grower facility in a general industrial district.,"['develop a Medical Marihuana Grower Facility (MMGF)', 'in a M3 (General Industrial District)']",high,industrial_or_logistics
bza-8-21-6178c7b555,vehicle_oriented,Car wash,expansion,adds_homes_or_activity,automobile_oriented,adverse,0.0,"Appeal of a denial for an addition to a car wash due to illegal signage, maintenance issues, and negative impacts on adjacent residential properties.","['Construction of an 880 square foot addition to an existing Motor Vehicle Washing', 'aggravate any preexisting physical, social or economic deterioration', 'block windows to the adjacent multiple-family dwelling']",high,
bza-8-22-922c1bb173,institutional_or_civic,Neighborhood Center,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,,Construct a 776 square foot non-profit neighborhood center.,"['Construct an elevated, 776 square foot Neighborhood Center']",high,
bza-8-24-a24c88c868,industrial_or_logistics,rock crushing and processing facility,expansion,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,"Expansion and intensification of a rock, stone, slag, or concrete crushing and processing facility.","['expand and intensify a very high impact manufacturing or processing facility', 'Crushing grading and screening of rock, stone, slag or concrete']",high,
bza-80-17-303a06ac56,cannabis_or_controlled_use,Medical marijuana caregiver center,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,Establishing a medical marijuana caregiver center in an existing commercial building.,"['establish a Medical Marihuana Caregiver Center (MMCC)', 'existing 1,520 square foot building']",high,retail_or_personal_service
bza-80-21-7cf4389d0b,industrial_or_logistics,asphalt mixing facility,new_construction,adds_homes_or_activity,industrial_or_freight_oriented,adverse,,"The applicant is appealing the denial to establish a high-impact asphalt mixing facility, which was cited for potential health, noise, and safety hazards to the adjacent residential neighborhood.","['establishment of an Asphalt Mixing Facility', 'could pose an adverse public health, noise, and safety hazard', 'aggravate any pre-existing physical, social or economic deterioration']",high,
bza-80-24-eb9518e9ff,institutional_or_civic,animal shelter and neighborhood center,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,,The petitioner proposes to construct or establish an animal shelter in one building and a neighborhood center in another.,"['proposed building A, as an Animal Shelter', 'building B as neighborhood center']",medium,retail_or_personal_service
bza-81-19-7c4a7d5065,food_or_beverage,cabaret and nightclub,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,,"The petitioner requests variances to establish a cabaret with alcohol sales and live entertainment in an existing building, seeking relief from spacing and parking requirements.","[""establish a Cabaret (Group 'A')"", 'sale of alcoholic beverages with dancing and/or live entertainment', '56 spaces are required for parking; 11 are proposed']",high,recreation_or_open_space
bza-81-21-7685eb2595,housing,single-family dwelling with detached garage,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,1.0,"Requesting dimensional variances to build a 1,200 square foot single-family home with a detached garage.","['1,200 square foot Single-family dwelling', '440 square foot detached accessory garage']",high,
bza-82-19-94ef549a4a,industrial_or_logistics,art studio and fabrication facility,change_of_use,maintains_existing_activity,industrial_or_freight_oriented,neutral,,Change of use from a non-conforming factory to an art studio and low/medium impact fabrication facility.,"['change an existing non-conforming factory', 'to a non-conforming Art Studio/Low/Medium Impact Fabrication']",high,office_or_medical
bza-82-21-76e3fe3dd8,cannabis_or_controlled_use,Marijuana Grower Facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,"Establish a marijuana grower facility in an existing 10,175 square foot building.","['establishment of a Marijuana Grower Facility', 'in an existing 10,175 square foot building']",high,
bza-82-24-c4233e3f2a,housing,townhouse buildings,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,18.0,The petitioner proposes to construct four separate three-story townhouse buildings containing a total of 18 residential units on vacant land.,"['construct four, separate, three-story townhouse buildings', 'consisting of 18 units', 'on existing vacant land']",high,
bza-83-24-c9e72204a7,food_or_beverage,cabaret with live entertainment,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,The petitioner proposes to establish a cabaret with alcohol consumption and live entertainment in an existing building.,"['Establish a Cabaret C Alcohol Consumption on Premises with Live Entertainment', 'in an existing 3,930 square foot building']",high,recreation_or_open_space
bza-84-19-5eb320fb4c,housing,townhouse building,new_construction,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,7.0,Construct a new 7-unit townhouse building with accessory residential parking.,"['construct 7 (seven) unit 10,786 sq. ft. Townhouse building']",high,
bza-84-24-6f5548ffcb,retail_or_personal_service,rental hall,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,The petitioner proposes to utilize a 990-square-foot space within an existing office building as a rental hall.,"['utilize a 990 sq. ft. space for Rental Hall', 'in an existing 3,080 sq. ft. building with office space']",high,recreation_or_open_space
bza-85-19-b0b1323990,food_or_beverage,restaurant walk-in cooler,site_or_building_alteration,maintains_existing_activity,pedestrian_or_transit_supportive,neutral,,Add a shipping container to serve as a walk-in cooler for an existing restaurant.,"['existing Restaurant w/consumption', 'shipping container for walk in cooler']",high,retail_or_personal_service
bza-85-24-ae3e833dfd,vehicle_oriented,light duty vehicle establishment,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,,"The petitioner proposes to establish a light-duty vehicle establishment in an existing 2,250-square-foot building.","['establish a Light Duty Vehicle Establishment', 'in an existing 2,250 square foot building']",high,industrial_or_logistics
bza-86-19-fdba0c918b,housing,garage dwelling,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,1.0,Construct a new garage dwelling on a residential lot.,['construct a Garage dwelling'],high,
bza-86-24-15baadd557,industrial_or_logistics,outdoor storage and semi-trailer parking,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,Request for dimensional variances for screening and placement of shipping containers for an outdoor storage and semi-trailer parking facility.,"['proposed use of Outdoor Storage and Parking of Semi Trailers', 'screening material of the shipping containers']",high,parking_only
bza-87-19-86a1450728,signage,digital billboard,signage_installation,unclear_or_not_applicable,automobile_oriented,neutral,,Erect a 70-foot-tall digital billboard.,"['erect a billboard', 'digital display area with an overall height of seventy feet']",high,
bza-88-19-07e1969543,retail_or_personal_service,banquet hall,expansion,adds_homes_or_activity,mixed_or_neutral,neutral,,Add a rental/banquet hall to an existing building.,"['add a Rental/Banquet Hall to an existing 3,633 square building']",high,food_or_beverage
bza-89-19-2ba8fd28cf,food_or_beverage,café,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,Change the use of a nonconforming marina boathouse to a café.,"['change a nonconforming Marina Boathouse', 'to a non-conforming Café/Class C']",high,recreation_or_open_space
bza-9-19-4602d22e22,cannabis_or_controlled_use,Medical Marihuana Grower Facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,Establish a medical marijuana grower facility in a general industrial district.,"['establish a Medical Marihuana Growers Faculty', 'in a M3 (GENERAL INDUSTRIAL DISTRICT)']",high,industrial_or_logistics
bza-9-20-68007fc307,food_or_beverage,bar with outdoor patio,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,"Establishing a bar with an outdoor seating patio in an existing building, requesting a parking variance.","['Bar Establishment for the sale of beer or intoxicating liquor', 'existing 3,022 sq. ft. bldg', '1,243 sq. ft. outdoor Seating/Patio area']",high,
bza-9-21-310ddefa62,retail_or_personal_service,mini-mart and carry-out restaurant,expansion,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,,The applicant is requesting to build a 444-square-foot addition to an existing nonconforming mini-mart and carry-out restaurant located in a Traditional Main Street Overlay district.,"['expand an existing nonconforming Mini-Mart and Carryout restaurant', 'add a 444 square foot addition']",high,food_or_beverage
bza-9-22-9fe538539b,housing,carriage house,expansion,adds_homes_or_activity,pedestrian_or_transit_supportive,neutral,,Add living quarters to an existing garage to create a carriage house.,"['add living quarters to existing garage', '(carriage house)']",high,
bza-9-24-bb584396c6,vehicle_oriented,vehicle repair shop,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,,Establishment of a light duty vehicle service and repair shop in an existing building.,"['establish a Light Duty Vehicle Service Establishment in an existing 3,200 square feet building']",high,
bza-9-25-8fbe580481,housing,residential two-car garage,new_construction,maintains_existing_activity,automobile_oriented,neutral,,The petitioner proposes to construct a two-car garage as an accessory building in a residential zone.,"['construction of a Two-Car Garage', 'Accessory buildings or structures in rear setback']",high,parking_only
bza-90-19-38e31cc945,housing,residential carport,continue_or_legalize_existing_condition,maintains_existing_activity,automobile_oriented,neutral,,Requesting setback variances to legalize an existing residential carport.,"['dimensional variances for existing carport', 'Deficient side yard and rear yard setback']",high,
bza-91-19-9b79c42287,vehicle_oriented,Auto repair facility and used car lot,change_of_use,adds_homes_or_activity,automobile_oriented,adverse,,"Proposal to establish an auto repair facility and used car sales lot in an existing building, noted for lacking required catch basins and parking lot lighting.","['establishment of a Major Motor Vehicle Repair Facility with Used Motor Vehicle Sales Lot', 'no catch basins are provided', 'no lighting is provided in the parking lot']",high,
bza-94-17-ef14740afe,cannabis_or_controlled_use,Medical Marihuana Caregiver Center,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,"Establish a Medical Marihuana Caregiver Center in an existing 1,434 square foot building.","['establish a Medical Marihuana Caregiver Center (MMCC)', 'in an existing approximate 1,434 square foot building']",high,
bza-94-19-5002df6378,industrial_or_logistics,junkyard and auto dismantling facility,expansion,adds_homes_or_activity,automobile_oriented,adverse,,"Add a junkyard with dismantling to an existing used auto parts facility, which the department found would be detrimental to the surrounding area.","['add a Junkyard with dismantling', 'proposed Conditional Use will be detrimental', 'impede the normal and orderly development']",high,vehicle_oriented
bza-95-19-765c392d3a,vehicle_oriented,motor vehicle repair facility,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,0.0,Establish a major motor vehicle repair facility with accessory parking in an existing building.,"['establish a Major Motor Vehicle Repair Facility', 'existing 4,171 square foot building and accessory parking']",high,
bza-96-19-4b9e83ce6d,cannabis_or_controlled_use,Medical marijuana grower and processor facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,adverse,,"Proposal to establish a medical marijuana grower and processor facility in an existing industrial building, which faced opposition due to utility concerns and lack of neighborhood engagement.","['establish a Medical Marihuana Grower Facility', 'impede the normal and orderly development', 'applicant has not engaged with the neighborhood']",high,industrial_or_logistics
bza-97-17-ef5e8042d9,vehicle_oriented,Used auto dealer and salvage yard,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,0.0,"Establish a used auto dealer, parts, wrecking, and dismantling salvage use.","['establish a Used Auto Dealer, Parts, Wrecking & Dismantling [Salvage] Use']",high,industrial_or_logistics
bza-97-19-459bd7f671,housing,residential addition,expansion,maintains_existing_activity,automobile_oriented,neutral,,Construct a new second-story garage bay and enclose an outdoor living area at a single-family home.,"['construction project of a new garage bay', 'enclose an outdoor living area']",high,
bza-98-19-99e1df0223,vehicle_oriented,used motor vehicle sales lot,change_of_use,adds_homes_or_activity,automobile_oriented,neutral,0.0,Establish a used motor vehicle sales lot in an existing building.,"['establish a Used Motor Vehicle Sales Lot Facility', 'existing 3,380 square foot building']",high,
bza-99-19-59f6443f73,signage,billboard,signage_installation,unclear_or_not_applicable,automobile_oriented,neutral,,Proposal for a billboard.,['Billboard'],high,
bza-bseed-slu2019-000186-e221339ca6,cannabis_or_controlled_use,Medical marijuana grower facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,adverse,,"Appeal against the approval of a medical marijuana grower facility in an existing industrial building, citing special damages and harm to neighboring property.","['establishment of a Medical Marihuana Grower Facility', 'suffered special damages related to the beneficial use and enjoyment', 'show harm or damages that are unique']",high,industrial_or_logistics
bza-bseed-slu2019-00063-6cba26170a,institutional_or_civic,pre-release adjustment center,new_construction,adds_homes_or_activity,mixed_or_neutral,neutral,,A community association appeals the approval to construct a new building for a pre-release adjustment center.,"['construct a 10,775 square foot building', 'establish a Pre-Release Adjustment Center']",high,housing
bza-bseed-slu2019-00094-community-appeal-74dfdc0253,retail_or_personal_service,liquor store,expansion,adds_homes_or_activity,mixed_or_neutral,neutral,,A church appeals the approval to add a liquor sales license to an existing beer and wine store.,"[""ADD BSEED a Specially Designated Distributor's (SDD) license"", 'to an existing SDM establishment']",high,food_or_beverage
bza-bseed-slu2019-00141-e642903056,recreation_or_open_space,urban farm,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,0.0,Establish an urban tree farm on multiple parcels of existing vacant land.,"['establishment of an Urban Farm', 'multiple parcels of existing vacant land']",high,other
bza-bseed-slu2020-00137-78ddfd97ee,retail_or_personal_service,group day care home,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,,The petitioner appeals the approval of a group day care home in an existing single-family dwelling.,['Establish a Group Day Care Home in an existing single-family dwelling'],high,institutional_or_civic
bza-bseed-slu2021-00077-bd9c3a9d09,cannabis_or_controlled_use,Marijuana Grower Facility,change_of_use,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,"Establish a marijuana grower facility in an existing 71,179 square foot industrial building.","['establish a Marijuana Grower Facility', 'in an existing 71,179 square foot building']",high,
bza-bseed-slu2022-00038-7072ea4ca4,cannabis_or_controlled_use,marijuana retail facility,change_of_use,adds_homes_or_activity,mixed_or_neutral,neutral,0.0,Establish a marijuana retail facility in a portion of an existing building.,"['establishment of a Marijuana Retail/Provisioning Facility', '2,519 sq. ft. portion of an existing 7,242 sq. ft building']",high,
bza-bseed-slu2022-00042-fcd0ff29b5,cannabis_or_controlled_use,cannabis grow facility,unclear,adds_homes_or_activity,industrial_or_freight_oriented,neutral,,Appeal regarding the approval of a proposed cannabis grow facility in an intensive industrial district.,['Proposed Grow Facility in a M4 Zone'],medium,industrial_or_logistics
